Alemán,Danés,Español  ,Finés,Francés,Holandés,Húngaro,Inglés,Italiano,Noruego,Portugués,Ruso,Sueco
German,Danish,Spanish,Finnish,French,Dutch,Hungarian,English,Italian,Norwegian,Portugues,Russian,Swedish
